1495064466.673970,0
1495064466.779580,0
1495064466.891396,0
1495064467.009414,0
1495064467.115560,0
1495064467.220850,0
1495064467.326061,0
1495064467.433476,0
1495064467.564325,0
1495064467.675341,0
1495064467.796107,0
1495064467.901356,0
1495064468.005716,0
1495064468.111449,0
1495064468.217616,0
1495064468.333853,0
1495064468.442008,0
1495064468.555977,0
1495064468.670375,0
1495064468.794729,0
1495064468.902708,0
1495064469.009051,0
1495064469.115748,0
1495064469.224245,0
1495064469.329520,0
1495064469.434202,0
1495064469.538660,0
1495064469.643432,0
1495064469.751026,0
1495064469.866050,0
1495064469.979132,0
1495064470.107065,0
1495064470.213951,0
1495064470.319030,0
1495064470.429951,0
1495064470.534529,0
1495064470.644930,0
1495064470.760694,0
1495064470.873253,0
1495064471.000707,0
1495064471.108903,0
1495064471.216512,0
1495064471.321072,0
1495064471.426212,0
1495064471.531647,0
1495064471.636024,0
1495064471.742232,0
1495064471.846455,0
1495064471.962973,0
1495064472.069259,0
1495064472.173495,0
1495064472.303161,0
1495064472.414107,0
1495064472.519565,0
1495064472.629697,0
1495064472.736468,0
1495064472.855980,0
1495064472.961366,0
1495064473.077568,0
1495064473.216917,0
1495064473.331255,0
1495064473.436025,0
1495064473.543891,0
1495064473.649591,0
1495064473.754031,0
1495064473.868302,0
1495064473.973767,0
1495064474.091345,0
1495064474.218435,0
1495064474.331021,0
1495064474.462586,0
1495064474.567687,0
1495064474.673443,0
1495064474.778322,0
1495064474.882986,0
1495064474.994807,0
1495064475.099468,0
1495064475.220389,0
1495064475.346413,0
1495064475.458042,0
1495064475.562925,0
1495064475.682261,0
1495064475.798935,0
1495064475.903724,0
1495064476.024900,0
1495064476.140297,0
1495064476.253307,0
1495064476.360978,0
1495064476.466901,0
1495064476.581471,0
1495064476.687560,0
1495064476.793840,0
1495064476.899178,0
1495064477.003763,0
1495064477.117741,0
1495064477.223440,0
1495064477.337540,0
1495064477.442624,0
1495064477.548171,0
1495064477.677470,0
1495064477.782834,0
1495064477.895909,0
1495064478.000749,0
1495064478.105751,0
1495064478.210230,0
1495064478.315713,0
1495064478.421474,0
1495064478.539903,0
1495064478.650040,0
1495064478.771712,0
1495064478.884322,0
1495064479.003100,0
1495064479.109776,0
1495064479.217176,0
1495064479.326722,0
1495064479.432695,0
1495064479.538513,0
1495064479.646715,0
1495064479.774434,0
1495064479.881095,0
1495064479.987993,0
1495064480.093602,0
1495064480.209633,0
1495064480.314749,0
1495064480.434846,0
1495064480.540017,0
1495064480.648369,0
1495064480.753262,0
1495064480.866762,0
1495064480.983426,0
1495064481.088505,0
1495064481.204981,0
1495064481.311442,0
1495064481.416530,0
1495064481.535480,0
1495064481.648845,0
1495064481.761725,0
1495064481.869041,0
1495064481.994050,0
1495064482.100535,0
