1495941389.709912,0
1495941389.814733,9
1495941389.931035,12
1495941390.034696,15
1495941390.140640,15
1495941390.244587,15
1495941390.348252,15
1495941390.451853,15
1495941390.555330,15
1495941390.659417,15
1495941390.764055,15
1495941390.867248,15
1495941390.975526,15
1495941391.080286,15
1495941391.184238,15
1495941391.297904,15
1495941391.406681,15
1495941391.522832,15
1495941391.628720,15
1495941391.732797,11
1495941391.837494,5
1495941391.945139,15
1495941392.049133,14
1495941392.153395,9
1495941392.260042,8
1495941392.364925,6
1495941392.469669,6
1495941392.577278,6
1495941392.681120,6
1495941392.787488,7
1495941392.891721,8
1495941392.995838,7
1495941393.099526,7
1495941393.202790,8
1495941393.306695,8
1495941393.431110,8
1495941393.541865,8
1495941393.645610,8
1495941393.748581,8
1495941393.851631,9
1495941393.955992,9
1495941394.059278,9
1495941394.164527,9
1495941394.268735,9
1495941394.373136,9
1495941394.477279,10
1495941394.581512,10
1495941394.686341,11
1495941394.790559,10
1495941394.893990,10
1495941395.011967,10
1495941395.116266,11
1495941395.231067,11
1495941395.340672,11
1495941395.444631,11
1495941395.550046,11
1495941395.664030,11
1495941395.767981,11
1495941395.870955,12
1495941395.975812,12
1495941396.080928,12
1495941396.183607,12
1495941396.287689,12
1495941396.391851,12
1495941396.495418,12
1495941396.601691,12
1495941396.705878,13
1495941396.811826,13
1495941396.915676,13
1495941397.019189,13
1495941397.123906,13
1495941397.230920,13
1495941397.334569,13
1495941397.442785,13
1495941397.548079,13
1495941397.651918,14
1495941397.763240,14
1495941397.871682,14
1495941397.975144,14
1495941398.078528,14
1495941398.186224,14
1495941398.294447,14
1495941398.398118,14
1495941398.507849,15
1495941398.611307,15
1495941398.715524,15
1495941398.819228,15
1495941398.922641,15
1495941399.027077,15
1495941399.131343,15
1495941399.234742,15
1495941399.339361,15
1495941399.443511,15
1495941399.548291,15
1495941399.662174,15
1495941399.778017,15
1495941399.884879,15
1495941399.998611,14
1495941400.108028,10
1495941400.212923,8
1495941400.317960,9
1495941400.422463,9
1495941400.526231,9
1495941400.629940,9
1495941400.734596,9
1495941400.837829,9
1495941400.942184,10
1495941401.045516,10
1495941401.149840,10
1495941401.254772,10
1495941401.364012,10
1495941401.469942,10
1495941401.576371,11
1495941401.690657,11
1495941401.802025,11
1495941401.914459,11
1495941402.018538,11
1495941402.121628,11
1495941402.228188,11
1495941402.333819,12
1495941402.437602,12
1495941402.541039,12
1495941402.645603,12
1495941402.749465,12
1495941402.854472,12
1495941402.957846,12
1495941403.061293,12
1495941403.165940,13
1495941403.269378,13
1495941403.373861,13
1495941403.478217,13
1495941403.583386,13
1495941403.686567,13
1495941403.790456,13
1495941403.897839,13
1495941404.005489,13
1495941404.115816,14
1495941404.223482,14
1495941404.341927,14
1495941404.445002,14
1495941404.550675,14
1495941404.653487,14
1495941404.756794,14
1495941404.860971,14
1495941404.964763,14
1495941405.070045,15
1495941405.174499,15
1495941405.277880,15
1495941405.382825,15
1495941405.486091,15
1495941405.589907,15
1495941405.693287,15
1495941405.798435,15
1495941405.903508,15
1495941406.006994,15
1495941406.111348,15
1495941406.221064,15
1495941406.324778,15
1495941406.433512,15
1495941406.539089,13
1495941406.643510,8
1495941406.759683,9
1495941406.863468,9
1495941406.968242,9
1495941407.071729,9
1495941407.174462,9
1495941407.278465,9
1495941407.383131,10
1495941407.487073,10
1495941407.591761,10
1495941407.699556,10
1495941407.803136,10
1495941407.906785,10
1495941408.009943,10
1495941408.115175,11
1495941408.218992,11
1495941408.324383,11
1495941408.428742,11
1495941408.532557,11
1495941408.637923,11
1495941408.744056,12
1495941408.847091,13
1495941408.960189,12
1495941409.063735,12
1495941409.176055,12
1495941409.279705,12
1495941409.394093,12
1495941409.498473,12
1495941409.605011,12
1495941409.708579,13
1495941409.811857,13
1495941409.915012,13
1495941410.019295,13
1495941410.123392,13
1495941410.226885,13
1495941410.329963,13
1495941410.433365,13
1495941410.536914,14
1495941410.640697,14
1495941410.744437,14
1495941410.848477,14
1495941410.952355,14
1495941411.062507,14
1495941411.177296,14
1495941411.299202,14
1495941411.411936,14
1495941411.515576,15
1495941411.620902,15
1495941411.726113,15
1495941411.829362,15
1495941411.932542,15
1495941412.036858,15
1495941412.141178,15
1495941412.244201,15
1495941412.347672,15
1495941412.451255,15
1495941412.555743,15
1495941412.659597,15
1495941412.763759,15
1495941412.868056,15
1495941412.971236,14
1495941413.075068,9
1495941413.179344,8
1495941413.285630,9
1495941413.401890,9
1495941413.504853,9
1495941413.615614,9
1495941413.726636,9
1495941413.829804,10
1495941413.932848,10
1495941414.039343,10
1495941414.144955,10
1495941414.248684,10
1495941414.352743,10
1495941414.456821,10
1495941414.561236,11
1495941414.665053,11
1495941414.768463,11
1495941414.872197,11
1495941414.975313,11
1495941415.079662,11
1495941415.184101,11
1495941415.288894,12
1495941415.396783,12
1495941415.501755,12
1495941415.619081,12
1495941415.728175,12
1495941415.842080,12
1495941415.951488,12
1495941416.056658,12
1495941416.160719,13
1495941416.263854,13
1495941416.367287,13
1495941416.470934,13
1495941416.574956,13
1495941416.678700,13
1495941416.782696,13
1495941416.887042,13
1495941416.991140,14
1495941417.095301,14
1495941417.202493,14
1495941417.306717,14
1495941417.410429,14
1495941417.513921,14
1495941417.617533,14
1495941417.721686,14
1495941417.831407,14
1495941417.939219,15
1495941418.042649,15
1495941418.146490,15
1495941418.250023,15
1495941418.369195,15
1495941418.479880,15
1495941418.588785,15
1495941418.692762,15
1495941418.796315,15
1495941418.901053,15
1495941419.006543,15
1495941419.111068,15
1495941419.215625,15
1495941419.318672,15
1495941419.423540,14
1495941419.529920,10
1495941419.633839,8
1495941419.737790,9
